pm2_5,pm10,no2,o3,aqi_us,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,date,hour,day_of_week,month,aqi_lag_1h,aqi_lag_24h,aqi_change_1h,aqi_change_24h,aqi_t_plus_24h,aqi_t_plus_48h,aqi_t_plus_72h
12.8,23.1,4.4,109.0,58,2026-03-05 15:00:00,27.5,47,17.1,0.0,2026-03-05,15,3,3,59.0,84.0,-1.0,-26.0,67.0,87.0,105.0
13.9,25.8,5.8,101.0,57,2026-03-05 16:00:00,26.6,53,16.7,0.0,2026-03-05,16,3,3,58.0,84.0,-1.0,-27.0,69.0,89.0,104.0
15.6,27.5,8.5,92.0,57,2026-03-05 17:00:00,25.5,61,16.6,0.0,2026-03-05,17,3,3,57.0,83.0,0.0,-26.0,70.0,90.0,108.0
17.1,29.9,13.8,80.0,57,2026-03-05 18:00:00,24.5,68,16.0,0.0,2026-03-05,18,3,3,57.0,83.0,0.0,-26.0,71.0,91.0,125.0
19.6,31.3,21.1,65.0,57,2026-03-05 19:00:00,23.7,76,14.1,0.0,2026-03-05,19,3,3,57.0,83.0,0.0,-26.0,71.0,93.0,126.0
21.0,33.8,25.8,53.0,57,2026-03-05 20:00:00,23.3,82,11.8,0.0,2026-03-05,20,3,3,57.0,82.0,0.0,-25.0,72.0,93.0,112.0
21.7,35.4,26.0,50.0,57,2026-03-05 21:00:00,23.0,86,11.9,0.0,2026-03-05,21,3,3,57.0,82.0,0.0,-25.0,72.0,94.0,99.0
21.9,36.0,23.7,51.0,57,2026-03-05 22:00:00,22.8,87,11.5,0.0,2026-03-05,22,3,3,57.0,81.0,0.0,-24.0,73.0,95.0,99.0
22.0,36.1,20.7,53.0,57,2026-03-05 23:00:00,22.7,87,12.1,0.0,2026-03-05,23,3,3,57.0,80.0,0.0,-23.0,73.0,95.0,99.0
21.3,35.3,17.1,56.0,57,2026-03-06 00:00:00,22.7,89,12.6,0.0,2026-03-06,0,4,3,57.0,79.0,0.0,-22.0,74.0,95.0,100.0
19.9,33.6,12.8,60.0,57,2026-03-06 01:00:00,22.6,90,13.0,0.0,2026-03-06,1,4,3,57.0,77.0,0.0,-20.0,74.0,96.0,101.0
18.7,32.0,9.3,63.0,58,2026-03-06 02:00:00,22.5,90,13.5,0.0,2026-03-06,2,4,3,57.0,76.0,1.0,-18.0,75.0,97.0,102.0
17.9,31.3,6.8,65.0,58,2026-03-06 03:00:00,22.4,92,13.7,0.0,2026-03-06,3,4,3,58.0,75.0,0.0,-17.0,75.0,98.0,102.0
17.3,30.2,5.1,67.0,59,2026-03-06 04:00:00,22.5,91,14.3,0.0,2026-03-06,4,4,3,58.0,73.0,1.0,-14.0,76.0,99.0,102.0
17.4,29.9,5.6,65.0,59,2026-03-06 05:00:00,22.5,90,14.9,0.0,2026-03-06,5,4,3,59.0,72.0,0.0,-13.0,76.0,101.0,102.0
18.1,30.3,9.6,60.0,60,2026-03-06 06:00:00,22.7,90,14.4,0.0,2026-03-06,6,4,3,59.0,70.0,1.0,-10.0,77.0,103.0,102.0
19.7,31.7,14.9,54.0,60,2026-03-06 07:00:00,22.5,92,13.3,0.0,2026-03-06,7,4,3,60.0,69.0,0.0,-9.0,77.0,104.0,102.0
22.2,37.1,17.7,53.0,61,2026-03-06 08:00:00,23.4,86,14.1,0.0,2026-03-06,8,4,3,60.0,67.0,1.0,-6.0,78.0,107.0,102.0
21.7,46.8,15.5,63.0,62,2026-03-06 09:00:00,25.0,76,14.5,0.0,2026-03-06,9,4,3,61.0,65.0,1.0,-3.0,79.0,109.0,102.0
22.6,57.5,10.9,80.0,62,2026-03-06 10:00:00,26.4,69,15.3,0.0,2026-03-06,10,4,3,62.0,63.0,0.0,-1.0,80.0,109.0,102.0
24.3,66.8,7.1,93.0,63,2026-03-06 11:00:00,27.8,62,15.1,0.0,2026-03-06,11,4,3,62.0,62.0,1.0,1.0,81.0,109.0,102.0
25.5,73.6,5.4,101.0,64,2026-03-06 12:00:00,28.6,58,15.8,0.0,2026-03-06,12,4,3,63.0,61.0,1.0,3.0,82.0,109.0,102.0
26.3,76.1,4.6,106.0,65,2026-03-06 13:00:00,29.0,58,16.0,0.0,2026-03-06,13,4,3,64.0,60.0,1.0,5.0,84.0,108.0,102.0
26.5,75.2,4.7,107.0,66,2026-03-06 14:00:00,29.0,58,16.2,0.0,2026-03-06,14,4,3,65.0,59.0,1.0,7.0,85.0,107.0,102.0
27.0,73.1,5.4,103.0,67,2026-03-06 15:00:00,28.8,60,15.4,0.0,2026-03-06,15,4,3,66.0,58.0,1.0,9.0,87.0,105.0,101.0
27.0,69.4,7.0,95.0,69,2026-03-06 16:00:00,28.1,63,14.3,0.0,2026-03-06,16,4,3,67.0,57.0,2.0,12.0,89.0,104.0,101.0
24.5,61.2,10.1,87.0,70,2026-03-06 17:00:00,27.2,71,13.1,0.0,2026-03-06,17,4,3,69.0,57.0,1.0,13.0,90.0,108.0,101.0
24.4,53.9,16.9,74.0,71,2026-03-06 18:00:00,25.9,76,12.4,0.0,2026-03-06,18,4,3,70.0,57.0,1.0,14.0,91.0,125.0,101.0
25.7,46.8,26.2,57.0,71,2026-03-06 19:00:00,24.8,82,10.9,0.0,2026-03-06,19,4,3,71.0,57.0,0.0,14.0,93.0,126.0,101.0
26.1,47.6,32.3,45.0,72,2026-03-06 20:00:00,24.1,88,9.5,0.0,2026-03-06,20,4,3,71.0,57.0,1.0,15.0,93.0,112.0,101.0
26.5,50.9,32.6,43.0,72,2026-03-06 21:00:00,23.8,90,9.0,0.0,2026-03-06,21,4,3,72.0,57.0,0.0,15.0,94.0,99.0,101.0
27.0,54.6,29.8,46.0,73,2026-03-06 22:00:00,23.5,90,8.6,0.0,2026-03-06,22,4,3,72.0,57.0,1.0,16.0,95.0,99.0,101.0
27.4,56.3,26.4,49.0,73,2026-03-06 23:00:00,23.4,91,8.6,0.0,2026-03-06,23,4,3,73.0,57.0,0.0,16.0,95.0,99.0,101.0
27.0,55.9,23.0,51.0,74,2026-03-07 00:00:00,23.2,92,8.7,0.0,2026-03-07,0,5,3,73.0,57.0,1.0,17.0,95.0,100.0,100.0
26.1,56.1,19.1,54.0,74,2026-03-07 01:00:00,23.1,92,7.9,0.0,2026-03-07,1,5,3,74.0,57.0,0.0,17.0,96.0,101.0,100.0
24.6,54.5,15.6,56.0,75,2026-03-07 02:00:00,23.0,93,7.2,0.0,2026-03-07,2,5,3,74.0,58.0,1.0,17.0,97.0,102.0,99.0
23.4,56.3,12.4,59.0,75,2026-03-07 03:00:00,22.7,93,7.5,0.0,2026-03-07,3,5,3,75.0,58.0,0.0,17.0,98.0,102.0,97.0
22.6,59.6,9.6,62.0,76,2026-03-07 04:00:00,22.7,92,7.9,0.0,2026-03-07,4,5,3,75.0,59.0,1.0,17.0,99.0,102.0,96.0
23.5,64.3,9.6,61.0,76,2026-03-07 05:00:00,22.5,93,7.4,0.0,2026-03-07,5,5,3,76.0,59.0,0.0,17.0,101.0,102.0,95.0
24.9,66.4,15.7,54.0,77,2026-03-07 06:00:00,22.5,94,7.1,0.0,2026-03-07,6,5,3,76.0,60.0,1.0,17.0,103.0,102.0,93.0
28.1,71.0,23.8,45.0,77,2026-03-07 07:00:00,22.1,95,5.9,0.0,2026-03-07,7,5,3,77.0,60.0,0.0,17.0,104.0,102.0,92.0
33.6,81.3,28.3,45.0,78,2026-03-07 08:00:00,23.2,94,6.6,0.0,2026-03-07,8,5,3,77.0,61.0,1.0,17.0,107.0,102.0,90.0
32.7,89.4,25.9,61.0,79,2026-03-07 09:00:00,24.8,85,6.0,0.0,2026-03-07,9,5,3,78.0,62.0,1.0,17.0,109.0,102.0,89.0
34.0,101.7,19.9,85.0,80,2026-03-07 10:00:00,26.5,76,5.0,0.0,2026-03-07,10,5,3,79.0,62.0,1.0,18.0,109.0,102.0,88.0
38.0,122.5,14.5,107.0,81,2026-03-07 11:00:00,27.9,68,8.1,0.0,2026-03-07,11,5,3,80.0,63.0,1.0,18.0,109.0,102.0,87.0
42.5,143.9,10.9,125.0,82,2026-03-07 12:00:00,28.8,64,10.4,0.0,2026-03-07,12,5,3,81.0,64.0,1.0,18.0,109.0,102.0,87.0
44.7,152.7,8.0,141.0,84,2026-03-07 13:00:00,29.5,60,11.3,0.0,2026-03-07,13,5,3,82.0,65.0,2.0,19.0,108.0,102.0,86.0
44.7,149.0,6.7,148.0,85,2026-03-07 14:00:00,29.8,58,12.2,0.0,2026-03-07,14,5,3,84.0,66.0,1.0,19.0,107.0,102.0,85.0
43.9,142.5,7.1,142.0,87,2026-03-07 15:00:00,29.5,58,12.6,0.0,2026-03-07,15,5,3,85.0,67.0,2.0,20.0,105.0,101.0,84.0
42.7,134.6,9.0,128.0,89,2026-03-07 16:00:00,28.8,61,12.2,0.0,2026-03-07,16,5,3,87.0,69.0,2.0,20.0,104.0,101.0,84.0
39.9,117.8,13.2,115.0,90,2026-03-07 17:00:00,27.5,68,11.3,0.0,2026-03-07,17,5,3,89.0,70.0,1.0,20.0,108.0,101.0,83.0
38.0,102.2,20.9,99.0,91,2026-03-07 18:00:00,26.1,74,10.3,0.0,2026-03-07,18,5,3,90.0,71.0,1.0,20.0,125.0,101.0,82.0
35.7,74.3,31.5,77.0,93,2026-03-07 19:00:00,24.9,82,8.3,0.0,2026-03-07,19,5,3,91.0,71.0,2.0,22.0,126.0,101.0,82.0
33.4,64.0,39.3,60.0,93,2026-03-07 20:00:00,24.2,88,7.1,0.0,2026-03-07,20,5,3,93.0,72.0,0.0,21.0,112.0,101.0,81.0
32.4,56.6,41.6,54.0,94,2026-03-07 21:00:00,23.9,91,5.9,0.0,2026-03-07,21,5,3,93.0,72.0,1.0,22.0,99.0,101.0,81.0
31.8,51.8,41.1,53.0,95,2026-03-07 22:00:00,23.6,92,5.9,0.0,2026-03-07,22,5,3,94.0,73.0,1.0,22.0,99.0,101.0,81.0
32.0,49.5,39.8,54.0,95,2026-03-07 23:00:00,23.3,96,6.3,0.0,2026-03-07,23,5,3,95.0,73.0,0.0,22.0,99.0,101.0,81.0
56.6,150.9,27.2,45.0,99,2026-03-12 00:00:00,24.1,79,6.8,0.0,2026-03-12,0,3,3,97.0,81.0,2.0,18.0,121.0,147.0,92.0
56.9,149.5,22.2,50.0,102,2026-03-12 01:00:00,24.1,78,8.1,0.0,2026-03-12,1,3,3,99.0,80.0,3.0,22.0,119.0,147.0,90.0
56.5,145.8,18.0,54.0,105,2026-03-12 02:00:00,24.1,78,8.7,0.0,2026-03-12,2,3,3,102.0,80.0,3.0,25.0,118.0,147.0,88.0
55.9,143.4,14.6,56.0,108,2026-03-12 03:00:00,23.9,80,8.8,0.0,2026-03-12,3,3,3,105.0,80.0,3.0,28.0,117.0,146.0,86.0
55.5,144.8,12.0,57.0,111,2026-03-12 04:00:00,23.5,82,7.8,0.0,2026-03-12,4,3,3,108.0,80.0,3.0,31.0,116.0,145.0,84.0
55.2,143.0,10.1,59.0,114,2026-03-12 05:00:00,23.0,90,7.4,0.0,2026-03-12,5,3,3,111.0,80.0,3.0,34.0,116.0,142.0,83.0
55.1,136.9,17.0,48.0,118,2026-03-12 06:00:00,22.5,93,9.5,0.0,2026-03-12,6,3,3,114.0,80.0,4.0,38.0,116.0,140.0,82.0
57.0,138.3,26.3,33.0,121,2026-03-12 07:00:00,22.6,86,10.2,0.0,2026-03-12,7,3,3,118.0,80.0,3.0,41.0,116.0,137.0,81.0
59.5,136.0,31.2,29.0,124,2026-03-12 08:00:00,23.8,67,10.6,0.0,2026-03-12,8,3,3,121.0,80.0,3.0,44.0,117.0,134.0,80.0
57.4,129.0,27.8,44.0,126,2026-03-12 09:00:00,26.2,39,10.9,0.0,2026-03-12,9,3,3,124.0,80.0,2.0,46.0,119.0,130.0,79.0
44.9,105.5,20.2,70.0,129,2026-03-12 10:00:00,28.9,26,11.8,0.0,2026-03-12,10,3,3,126.0,80.0,3.0,49.0,119.0,127.0,78.0
35.2,75.4,13.5,94.0,131,2026-03-12 11:00:00,31.8,26,9.2,0.0,2026-03-12,11,3,3,129.0,80.0,2.0,51.0,121.0,125.0,77.0
28.5,62.9,9.2,113.0,131,2026-03-12 12:00:00,34.0,22,8.9,0.0,2026-03-12,12,3,3,131.0,80.0,0.0,51.0,124.0,122.0,76.0
25.4,64.3,6.0,129.0,131,2026-03-12 13:00:00,35.0,19,11.2,0.0,2026-03-12,13,3,3,131.0,81.0,0.0,50.0,128.0,118.0,74.0
27.5,76.6,4.7,137.0,129,2026-03-12 14:00:00,35.2,18,13.9,0.0,2026-03-12,14,3,3,131.0,83.0,-2.0,46.0,131.0,115.0,73.0
30.3,92.4,6.0,134.0,128,2026-03-12 15:00:00,34.3,22,15.1,0.0,2026-03-12,15,3,3,129.0,84.0,-1.0,44.0,135.0,112.0,71.0
38.5,130.9,9.2,123.0,128,2026-03-12 16:00:00,33.2,24,13.9,0.0,2026-03-12,16,3,3,128.0,86.0,0.0,42.0,138.0,109.0,70.0
37.3,100.8,14.1,103.0,128,2026-03-12 17:00:00,33.0,21,12.9,0.0,2026-03-12,17,3,3,128.0,88.0,0.0,40.0,139.0,106.0,69.0
36.1,84.1,21.7,86.0,128,2026-03-12 18:00:00,30.5,31,11.7,0.0,2026-03-12,18,3,3,128.0,89.0,0.0,39.0,141.0,103.0,68.0
35.9,71.5,31.9,62.0,127,2026-03-12 19:00:00,28.0,44,9.7,0.0,2026-03-12,19,3,3,128.0,91.0,-1.0,36.0,142.0,101.0,67.0
34.6,65.0,38.0,46.0,127,2026-03-12 20:00:00,26.9,51,8.9,0.0,2026-03-12,20,3,3,127.0,92.0,0.0,35.0,144.0,99.0,67.0
34.8,66.6,36.0,44.0,126,2026-03-12 21:00:00,26.3,56,11.9,0.0,2026-03-12,21,3,3,127.0,93.0,-1.0,33.0,145.0,97.0,66.0
36.7,78.2,29.9,49.0,124,2026-03-12 22:00:00,26.0,54,10.1,0.0,2026-03-12,22,3,3,126.0,95.0,-2.0,29.0,146.0,96.0,66.0
38.4,88.9,24.6,54.0,122,2026-03-12 23:00:00,25.7,58,9.2,0.0,2026-03-12,23,3,3,124.0,97.0,-2.0,25.0,146.0,94.0,65.0
40.6,102.7,21.6,56.0,121,2026-03-13 00:00:00,25.6,61,10.2,0.0,2026-03-13,0,4,3,122.0,99.0,-1.0,22.0,147.0,92.0,65.0
44.2,122.9,19.5,56.0,119,2026-03-13 01:00:00,25.4,63,11.4,0.0,2026-03-13,1,4,3,121.0,102.0,-2.0,17.0,147.0,90.0,64.0
48.3,144.8,18.8,55.0,118,2026-03-13 02:00:00,24.9,67,10.6,0.0,2026-03-13,2,4,3,119.0,105.0,-1.0,13.0,147.0,88.0,64.0
51.6,160.2,19.7,51.0,117,2026-03-13 03:00:00,24.2,67,8.8,0.0,2026-03-13,3,4,3,118.0,108.0,-1.0,9.0,146.0,86.0,64.0
53.9,163.0,22.0,45.0,116,2026-03-13 04:00:00,23.5,66,6.6,0.0,2026-03-13,4,4,3,117.0,111.0,-1.0,5.0,145.0,84.0,65.0
54.7,155.5,25.2,37.0,116,2026-03-13 05:00:00,22.2,77,5.8,0.0,2026-03-13,5,4,3,116.0,114.0,0.0,2.0,142.0,83.0,65.0
57.3,157.4,31.6,27.0,116,2026-03-13 06:00:00,22.0,76,7.4,0.0,2026-03-13,6,4,3,116.0,118.0,0.0,-2.0,140.0,82.0,65.0
63.3,162.5,40.1,14.0,116,2026-03-13 07:00:00,21.8,70,7.0,0.0,2026-03-13,7,4,3,116.0,121.0,0.0,-5.0,137.0,81.0,65.0
74.3,141.1,44.2,15.0,117,2026-03-13 08:00:00,22.9,59,5.6,0.0,2026-03-13,8,4,3,116.0,124.0,1.0,-7.0,134.0,80.0,65.0
64.3,154.1,39.9,41.0,119,2026-03-13 09:00:00,25.8,43,3.6,0.0,2026-03-13,9,4,3,117.0,126.0,2.0,-7.0,130.0,79.0,65.0
61.5,170.4,31.2,81.0,119,2026-03-13 10:00:00,29.1,31,1.9,0.0,2026-03-13,10,4,3,119.0,129.0,0.0,-10.0,127.0,78.0,64.0
62.9,182.5,23.1,116.0,121,2026-03-13 11:00:00,30.8,30,5.1,0.0,2026-03-13,11,4,3,119.0,131.0,2.0,-10.0,125.0,77.0,63.0
64.3,190.0,16.7,141.0,124,2026-03-13 12:00:00,31.5,33,10.5,0.0,2026-03-13,12,4,3,121.0,131.0,3.0,-7.0,122.0,76.0,64.0
62.6,179.7,10.9,160.0,128,2026-03-13 13:00:00,32.5,26,12.0,0.0,2026-03-13,13,4,3,124.0,131.0,4.0,-3.0,118.0,74.0,64.0
60.3,168.6,7.5,167.0,131,2026-03-13 14:00:00,33.6,14,13.6,0.0,2026-03-13,14,4,3,128.0,129.0,3.0,2.0,115.0,73.0,64.0
57.0,160.7,7.2,154.0,135,2026-03-13 15:00:00,32.8,15,15.0,0.0,2026-03-13,15,4,3,131.0,128.0,4.0,7.0,112.0,71.0,65.0
53.9,156.9,9.2,129.0,138,2026-03-13 16:00:00,31.4,21,14.2,0.0,2026-03-13,16,4,3,135.0,128.0,3.0,10.0,109.0,70.0,66.0
51.6,161.6,12.3,97.0,139,2026-03-13 17:00:00,30.1,27,13.7,0.0,2026-03-13,17,4,3,138.0,128.0,1.0,11.0,106.0,69.0,66.0
49.8,145.3,19.1,81.0,141,2026-03-13 18:00:00,27.9,43,11.3,0.0,2026-03-13,18,4,3,139.0,128.0,2.0,13.0,103.0,68.0,66.0
49.1,127.1,28.3,60.0,142,2026-03-13 19:00:00,26.0,62,9.6,0.0,2026-03-13,19,4,3,141.0,127.0,1.0,15.0,101.0,67.0,66.0
46.7,118.5,34.1,45.0,144,2026-03-13 20:00:00,25.4,67,8.6,0.0,2026-03-13,20,4,3,142.0,127.0,2.0,17.0,99.0,67.0,66.0
44.5,110.4,33.7,42.0,145,2026-03-13 21:00:00,25.2,64,10.8,0.0,2026-03-13,21,4,3,144.0,126.0,1.0,19.0,97.0,66.0,66.0
43.3,108.0,29.9,46.0,146,2026-03-13 22:00:00,25.2,57,10.3,0.0,2026-03-13,22,4,3,145.0,124.0,1.0,22.0,96.0,66.0,67.0
43.7,112.0,25.7,51.0,146,2026-03-13 23:00:00,24.9,66,10.7,0.0,2026-03-13,23,4,3,146.0,122.0,0.0,24.0,94.0,65.0,67.0
44.1,113.6,21.5,56.0,147,2026-03-14 00:00:00,24.8,70,10.7,0.0,2026-03-14,0,5,3,146.0,121.0,1.0,26.0,92.0,65.0,66.0
43.3,111.1,16.7,61.0,147,2026-03-14 01:00:00,24.6,74,10.9,0.0,2026-03-14,1,5,3,147.0,119.0,0.0,28.0,90.0,64.0,66.0
39.9,99.4,13.0,66.0,147,2026-03-14 02:00:00,24.6,71,11.4,0.0,2026-03-14,2,5,3,147.0,118.0,0.0,29.0,88.0,64.0,66.0
34.8,83.4,10.2,69.0,146,2026-03-14 03:00:00,24.7,64,14.1,0.0,2026-03-14,3,5,3,147.0,117.0,-1.0,29.0,86.0,64.0,66.0
30.6,71.2,8.3,71.0,145,2026-03-14 04:00:00,24.5,63,14.2,0.0,2026-03-14,4,5,3,146.0,116.0,-1.0,29.0,84.0,65.0,66.0
29.8,71.2,9.8,68.0,142,2026-03-14 05:00:00,23.9,71,11.5,0.0,2026-03-14,5,5,3,145.0,116.0,-3.0,26.0,83.0,65.0,66.0
29.5,69.4,16.4,58.0,140,2026-03-14 06:00:00,23.3,75,9.4,0.0,2026-03-14,6,5,3,142.0,116.0,-2.0,24.0,82.0,65.0,66.0
31.9,73.1,25.3,45.0,137,2026-03-14 07:00:00,22.6,79,8.2,0.0,2026-03-14,7,5,3,140.0,116.0,-3.0,21.0,81.0,65.0,65.0
36.8,73.6,30.2,42.0,134,2026-03-14 08:00:00,23.4,75,6.2,0.0,2026-03-14,8,5,3,137.0,117.0,-3.0,17.0,80.0,65.0,65.0
39.8,93.1,27.6,59.0,130,2026-03-14 09:00:00,26.4,56,4.0,0.0,2026-03-14,9,5,3,134.0,119.0,-4.0,11.0,79.0,65.0,65.0
40.6,111.3,21.0,87.0,127,2026-03-14 10:00:00,29.9,32,5.7,0.0,2026-03-14,10,5,3,130.0,119.0,-3.0,8.0,78.0,64.0,65.0
34.7,92.9,15.1,109.0,125,2026-03-14 11:00:00,31.5,29,9.9,0.0,2026-03-14,11,5,3,127.0,121.0,-2.0,4.0,77.0,63.0,64.0
31.2,93.1,11.0,120.0,122,2026-03-14 12:00:00,32.7,24,13.8,0.0,2026-03-14,12,5,3,125.0,124.0,-3.0,-2.0,76.0,64.0,64.0
31.1,99.7,7.5,126.0,118,2026-03-14 13:00:00,32.0,30,16.9,0.0,2026-03-14,13,5,3,122.0,128.0,-4.0,-10.0,74.0,64.0,64.0
30.3,93.1,5.8,126.0,115,2026-03-14 14:00:00,31.8,35,16.9,0.0,2026-03-14,14,5,3,118.0,131.0,-3.0,-16.0,73.0,64.0,64.0
27.8,83.4,6.3,119.0,112,2026-03-14 15:00:00,31.4,37,15.9,0.0,2026-03-14,15,5,3,115.0,135.0,-3.0,-23.0,71.0,65.0,64.0
25.4,73.3,8.5,105.0,109,2026-03-14 16:00:00,30.6,40,14.9,0.0,2026-03-14,16,5,3,112.0,138.0,-3.0,-29.0,70.0,66.0,64.0
26.4,71.5,12.4,94.0,106,2026-03-14 17:00:00,29.2,46,13.3,0.0,2026-03-14,17,5,3,109.0,139.0,-3.0,-33.0,69.0,66.0,64.0
25.8,59.5,18.5,82.0,103,2026-03-14 18:00:00,27.6,55,12.1,0.0,2026-03-14,18,5,3,106.0,141.0,-3.0,-38.0,68.0,66.0,72.0
27.1,55.3,26.6,66.0,101,2026-03-14 19:00:00,26.2,65,11.2,0.0,2026-03-14,19,5,3,103.0,142.0,-2.0,-41.0,67.0,66.0,70.0
27.2,57.7,31.3,56.0,99,2026-03-14 20:00:00,25.8,69,11.0,0.0,2026-03-14,20,5,3,101.0,144.0,-2.0,-45.0,67.0,66.0,62.0
26.4,58.6,29.3,56.0,97,2026-03-14 21:00:00,25.6,68,12.3,0.0,2026-03-14,21,5,3,99.0,145.0,-2.0,-48.0,66.0,66.0,62.0
24.7,55.9,23.8,61.0,96,2026-03-14 22:00:00,25.6,67,11.5,0.0,2026-03-14,22,5,3,97.0,146.0,-1.0,-50.0,66.0,67.0,62.0
22.6,51.2,18.5,67.0,94,2026-03-14 23:00:00,25.5,68,9.5,0.0,2026-03-14,23,5,3,96.0,146.0,-2.0,-52.0,65.0,67.0,62.0
19.2,39.0,18.9,61.0,75,2026-03-19 00:00:00,23.0,74,6.0,0.0,2026-03-19,0,3,3,76.0,62.0,-1.0,13.0,86.0,90.0,73.0
19.5,36.0,22.4,51.0,75,2026-03-19 01:00:00,23.0,76,3.0,0.0,2026-03-19,1,3,3,75.0,63.0,0.0,12.0,87.0,89.0,73.0
18.5,33.9,24.3,45.0,74,2026-03-19 02:00:00,22.6,78,2.5,0.0,2026-03-19,2,3,3,75.0,64.0,-1.0,10.0,89.0,88.0,73.0
17.9,31.8,22.3,45.0,74,2026-03-19 03:00:00,22.9,88,8.5,0.0,2026-03-19,3,3,3,74.0,64.0,0.0,10.0,90.0,87.0,74.0
18.1,32.7,18.5,49.0,73,2026-03-19 04:00:00,22.5,92,0.6,0.4,2026-03-19,4,3,3,74.0,65.0,-1.0,8.0,92.0,86.0,74.0
19.3,36.7,21.4,36.0,71,2026-03-19 05:00:00,21.4,88,6.5,0.0,2026-03-19,5,3,3,73.0,67.0,-2.0,4.0,93.0,84.0,74.0
18.8,36.4,28.6,28.0,70,2026-03-19 06:00:00,20.5,90,1.0,0.4,2026-03-19,6,3,3,71.0,68.0,-1.0,2.0,95.0,83.0,74.0
21.8,40.7,38.2,18.0,69,2026-03-19 07:00:00,20.5,83,1.0,7.8,2026-03-19,7,3,3,70.0,70.0,-1.0,-1.0,96.0,81.0,75.0
25.4,42.0,42.8,18.0,66,2026-03-19 08:00:00,21.1,88,3.2,0.5,2026-03-19,8,3,3,69.0,73.0,-3.0,-7.0,98.0,80.0,75.0
27.3,46.7,37.9,36.0,65,2026-03-19 09:00:00,22.4,84,2.9,0.0,2026-03-19,9,3,3,66.0,75.0,-1.0,-10.0,99.0,78.0,76.0
27.2,55.1,27.9,64.0,65,2026-03-19 10:00:00,24.0,77,1.5,1.2,2026-03-19,10,3,3,65.0,76.0,0.0,-11.0,99.0,77.0,76.0
28.1,77.3,19.3,90.0,65,2026-03-19 11:00:00,21.5,82,8.5,0.1,2026-03-19,11,3,3,65.0,76.0,0.0,-11.0,99.0,77.0,77.0
29.7,90.6,14.0,112.0,66,2026-03-19 12:00:00,21.8,81,8.6,0.1,2026-03-19,12,3,3,65.0,75.0,1.0,-9.0,100.0,76.0,77.0
32.9,103.1,9.9,131.0,67,2026-03-19 13:00:00,23.0,76,7.4,0.0,2026-03-19,13,3,3,66.0,75.0,1.0,-8.0,100.0,75.0,78.0
36.9,114.3,7.6,145.0,68,2026-03-19 14:00:00,24.0,70,9.7,0.0,2026-03-19,14,3,3,67.0,75.0,1.0,-7.0,100.0,75.0,78.0
40.2,125.7,5.9,154.0,70,2026-03-19 15:00:00,24.3,70,8.4,0.1,2026-03-19,15,3,3,68.0,76.0,2.0,-6.0,99.0,74.0,78.0
41.9,132.7,5.9,156.0,72,2026-03-19 16:00:00,24.4,68,7.6,0.2,2026-03-19,16,3,3,70.0,76.0,2.0,-4.0,99.0,73.0,78.0
23.5,74.5,10.7,110.0,74,2026-03-19 17:00:00,25.8,57,3.6,0.0,2026-03-19,17,3,3,72.0,76.0,2.0,-2.0,98.0,73.0,78.0
25.1,77.1,26.9,86.0,74,2026-03-19 18:00:00,25.4,59,3.1,0.0,2026-03-19,18,3,3,74.0,77.0,0.0,-3.0,98.0,72.0,78.0
33.9,75.2,49.1,52.0,76,2026-03-19 19:00:00,24.5,67,5.7,0.0,2026-03-19,19,3,3,74.0,77.0,2.0,-1.0,98.0,72.0,79.0
35.7,77.5,65.3,27.0,76,2026-03-19 20:00:00,23.7,70,8.1,0.0,2026-03-19,20,3,3,76.0,77.0,0.0,-1.0,97.0,72.0,79.0
40.7,87.3,70.1,18.0,78,2026-03-19 21:00:00,23.0,74,6.1,0.0,2026-03-19,21,3,3,76.0,77.0,2.0,1.0,96.0,72.0,79.0
47.6,92.7,68.8,17.0,80,2026-03-19 22:00:00,22.3,81,4.7,0.0,2026-03-19,22,3,3,78.0,76.0,2.0,4.0,94.0,72.0,79.0
44.2,77.3,65.8,18.0,83,2026-03-19 23:00:00,21.5,77,4.2,0.0,2026-03-19,23,3,3,80.0,76.0,3.0,7.0,92.0,72.0,79.0
35.7,68.7,61.7,21.0,86,2026-03-20 00:00:00,21.2,78,5.6,0.0,2026-03-20,0,4,3,83.0,75.0,3.0,11.0,90.0,73.0,79.0
34.2,70.1,55.8,26.0,87,2026-03-20 01:00:00,21.1,77,4.7,0.0,2026-03-20,1,4,3,86.0,75.0,1.0,12.0,89.0,73.0,79.0
35.2,74.0,50.5,30.0,89,2026-03-20 02:00:00,20.9,80,2.9,0.0,2026-03-20,2,4,3,87.0,74.0,2.0,15.0,88.0,73.0,79.0
35.2,73.3,46.0,31.0,90,2026-03-20 03:00:00,20.5,82,4.2,0.0,2026-03-20,3,4,3,89.0,74.0,1.0,16.0,87.0,74.0,78.0
35.2,72.9,42.1,30.0,92,2026-03-20 04:00:00,19.6,85,7.4,0.0,2026-03-20,4,4,3,90.0,73.0,2.0,19.0,86.0,74.0,78.0
34.5,59.5,55.4,16.0,93,2026-03-20 05:00:00,19.0,92,5.2,0.0,2026-03-20,5,4,3,92.0,71.0,1.0,22.0,84.0,74.0,77.0
